59 88
81 84
15 40
59 84
15 84
62 75
18 32
7 81
18 65
2 88
24 35
42 55
35 48
7 56
35 55
50 74
29 90
45 64
44 72
75 88
79 88
49 58
49 79
49 88
65 84
5 24
58 84
49 64
48 49
42 65
11 30
2 3
24 49
2 48
15 48
72 85
38 69
3 24
11 38
30 73
30 69
14 72
42 72
42 58
31 71
42 59
5 21
42 84
5 80
18 80
72 80
13 50
7 57
57 60
46 84
18 90
50 60
50 57
9 13
5 65
4 74
17 80
21 46
26 31
21 26
37 91
74 79
9 31
8 84
31 91
32 88
30 34
27 58
58 77
22 50
28 61
26 80
80 91
31 32
74 81
5 13
5 74
24 77
24 74
31 48
20 31
31 69
23 31
12 57
45 61
9 45
45 83
13 88
21 66
3 83
34 84
37 84
35 49
38 80
38 91
39 57
49 73
1 12
5 45
27 73
43 45
8 83
3 43
24 28
17 84
26 52
24 29
24 53
77 84
11 26
12 43
24 69
65 91
38 39
5 44
4 49
88 89
